Cultivo;grupoCultivo;areaSembradaHa;produccionTon;rendimientoTonHa;grupoCultivoOrd;EstadoFinalOrd;PeriodoOrd;CicloOrd;CultivoFre
Maíz;Cereales;15.0;28.5;1.9;5;1;0;0;1624
Maíz;Cereales;6.0;11.4;1.9;5;1;0;0;1624
Arveja;Leguminosas;17.0;23.52;1.4;3;2;0;0;1173
Frijol;Leguminosas;18.5;29.28;1.6;3;1;0;0;1090
Maíz;Cereales;8.77;16.66;1.9;5;1;1;0;1624
Maíz;Cereales;8.23;15.64;1.9;5;1;1;0;1624
Arveja;Leguminosas;17.0;25.5;1.5;3;2;1;0;1173
Frijol;Leguminosas;16.0;19.2;1.2;3;1;1;0;1090
Café;Cultivos Tropicales Tradicionales;275.12;234.84;1.09;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;82.0;3200.0;40.0;6;4;2;1;463
Frijol;Leguminosas;600.0;825.0;1.5;3;1;0;0;1090
Café;Cultivos Tropicales Tradicionales;38.5;38.58;1.09;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;103.0;5050.0;50.0;6;4;2;1;463
Maíz;Cereales;2050.0;2856.0;1.4;5;1;1;0;1624
Frijol;Leguminosas;3800.0;7500.0;2.0;3;1;1;0;1090
Cacao;Cultivos Tropicales Tradicionales;46.5;22.25;0.5;6;1;2;1;217
Café;Cultivos Tropicales Tradicionales;122.14;112.62;1.0;6;3;2;1;474
Maíz;Cereales;315.0;360.0;1.2;5;1;0;0;1624
Maíz;Cereales;120.0;115.0;1.0;5;1;0;0;1624
Frijol;Leguminosas;10.0;7.2;0.8;3;1;0;0;1090
Maíz;Cereales;165.0;240.0;1.5;5;1;1;0;1624
Maíz;Cereales;150.0;148.0;1.0;5;1;1;0;1624
Frijol;Leguminosas;3.0;3.3;1.1;3;1;1;0;1090
Café;Cultivos Tropicales Tradicionales;137.24;103.33;0.82;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;43.0;3225.0;75.0;6;4;2;1;463
Maíz;Cereales;1100.0;1000.0;1.0;5;1;0;0;1624
Arveja;Leguminosas;20.0;18.0;1.0;3;2;0;0;1173
Frijol;Leguminosas;50.0;65.0;1.3;3;1;0;0;1090
Haba;Leguminosas;20.0;20.0;1.0;3;1;0;0;215
Arveja;Leguminosas;18.0;21.6;1.2;3;2;1;0;1173
Frijol;Leguminosas;130.0;169.0;1.3;3;1;1;0;1090
Maíz;Cereales;23.5;37.4;1.7;5;1;0;0;1624
Maíz;Cereales;9.5;15.3;1.7;5;1;0;0;1624
Café;Cultivos Tropicales Tradicionales;765.94;661.31;0.97;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;108.0;5100.0;50.0;6;4;2;1;463
Maíz;Cereales;12.0;18.0;1.5;5;1;0;0;1624
Maíz;Cereales;5.0;7.5;1.5;5;1;0;0;1624
Maíz;Cereales;11.0;16.5;1.5;5;1;1;0;1624
Maíz;Cereales;10.0;15.0;1.5;5;1;1;0;1624
Cacao;Cultivos Tropicales Tradicionales;262.0;131.0;0.5;6;1;2;1;217
Café;Cultivos Tropicales Tradicionales;921.0;796.28;1.09;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;829.0;41450.0;50.0;6;4;2;1;463
Maíz;Cereales;45.0;55.9;1.3;5;1;0;0;1624
Maíz;Cereales;23.0;28.6;1.3;5;1;0;0;1624
Arveja;Leguminosas;16.0;18.0;1.2;3;2;0;0;1173
Frijol;Leguminosas;30.0;43.5;1.5;3;1;0;0;1090
Maíz;Cereales;85.0;109.2;1.3;5;1;1;0;1624
Maíz;Cereales;77.0;98.8;1.3;5;1;1;0;1624
Arveja;Leguminosas;8.0;8.4;1.2;3;2;1;0;1173
Frijol;Leguminosas;18.0;27.0;1.5;3;1;1;0;1090
Cacao;Cultivos Tropicales Tradicionales;22.0;9.0;0.5;6;1;2;1;217
Café;Cultivos Tropicales Tradicionales;139.99;120.5;1.09;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;4648.5;185720.0;40.0;6;4;2;1;463
Maíz;Cereales;140.0;162.0;1.2;5;1;0;0;1624
Frijol;Leguminosas;12.0;10.0;1.0;3;1;0;0;1090
Maíz;Cereales;60.0;66.0;1.2;5;1;1;0;1624
Frijol;Leguminosas;12.0;10.0;1.0;3;1;1;0;1090
Cacao;Cultivos Tropicales Tradicionales;30.0;14.5;0.5;6;1;2;1;217
Café;Cultivos Tropicales Tradicionales;462.94;499.55;1.27;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;302.0;8000.0;40.0;6;4;2;1;463
Maíz;Cereales;10.0;10.8;1.2;5;1;0;0;1624
Maíz;Cereales;5.0;6.0;1.2;5;1;1;0;1624
Arveja;Leguminosas;40.0;64.0;1.6;3;2;0;0;1173
Arveja;Leguminosas;45.0;68.8;1.6;3;2;1;0;1173
Café;Cultivos Tropicales Tradicionales;115.87;80.21;0.73;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;43.0;2960.0;80.0;6;4;2;1;463
Arveja;Leguminosas;9.8;5.6;0.7;3;2;0;0;1173
Arveja;Leguminosas;6.4;4.13;0.7;3;2;1;0;1173
Frijol;Leguminosas;27.0;33.28;1.28;3;1;1;0;1090
Maíz;Cereales;208.38;276.95;1.37;5;1;0;0;1624
Maíz;Cereales;82.38;109.49;1.37;5;1;0;0;1624
Arveja;Leguminosas;210.4;599.7;3.0;3;2;0;0;1173
Maíz;Cereales;209.79;267.53;1.34;5;1;1;0;1624
Maíz;Cereales;35.97;45.91;1.34;5;1;1;0;1624
Arveja;Leguminosas;204.13;594.0;3.0;3;2;1;0;1173
Café;Cultivos Tropicales Tradicionales;177.16;140.61;0.82;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;51.0;2000.0;40.0;6;4;2;1;463
Maíz;Cereales;15.0;15.0;1.0;5;1;0;0;1624
Maíz;Cereales;6.0;6.0;1.0;5;1;0;0;1624
Arveja;Leguminosas;11.0;13.2;1.2;3;2;0;0;1173
Frijol;Leguminosas;22.0;25.2;1.2;3;1;0;0;1090
Maíz;Cereales;3.0;3.0;1.0;5;1;1;0;1624
Maíz;Cereales;3.0;3.0;1.0;5;1;1;0;1624
Arveja;Leguminosas;8.0;9.6;1.2;3;2;1;0;1173
Frijol;Leguminosas;24.0;28.8;1.2;3;1;1;0;1090
Cacao;Cultivos Tropicales Tradicionales;79.0;59.2;0.8;6;1;2;1;217
Café;Cultivos Tropicales Tradicionales;168.57;222.4;1.36;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;14.0;520.0;40.0;6;4;2;1;463
Palma de aceite;Oleaginosas;57.0;94.05;1.65;8;7;2;1;12
Maíz;Cereales;40.0;48.0;1.2;5;1;0;0;1624
Frijol;Leguminosas;5.0;5.0;1.0;3;1;0;0;1090
Maíz;Cereales;45.0;51.6;1.2;5;1;1;0;1624
Frijol;Leguminosas;7.0;7.0;1.0;3;1;1;0;1090
Maíz;Cereales;112.0;219.25;1.96;5;1;0;0;1624
Maíz;Cereales;54.0;105.71;1.96;5;1;0;0;1624
Maíz;Cereales;120.0;200.4;1.67;5;1;1;0;1624
Maíz;Cereales;34.0;56.78;1.67;5;1;1;0;1624
Maíz;Cereales;160.0;320.0;2.0;5;1;0;0;1624
Maíz;Cereales;180.0;396.0;2.2;5;1;1;0;1624
Arveja;Leguminosas;10.0;16.4;1.64;3;2;0;0;1173
Maíz;Cereales;10.0;9.0;1.0;5;1;1;0;1624
Arveja;Leguminosas;3.0;4.92;1.64;3;2;1;0;1173
Cacao;Cultivos Tropicales Tradicionales;335.1;167.05;0.5;6;1;2;1;217
Café;Cultivos Tropicales Tradicionales;457.84;388.88;1.0;6;3;2;1;474
Maíz;Cereales;4.79;9.58;2.0;5;1;0;0;1624
Maíz;Cereales;2.21;4.42;2.0;5;1;0;0;1624
Maíz;Cereales;5.66;11.32;2.0;5;1;1;0;1624
Maíz;Cereales;5.34;10.68;2.0;5;1;1;0;1624
Cacao;Cultivos Tropicales Tradicionales;5.0;2.4;0.8;6;1;2;1;217
Café;Cultivos Tropicales Tradicionales;32.52;35.67;1.27;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;1614.0;80550.0;50.0;6;4;2;1;463
Frijol;Leguminosas;9.0;10.0;1.25;3;1;0;0;1090
Maíz;Cereales;10.0;29.0;3.22;5;1;1;0;1624
Maíz;Cereales;9.0;25.0;3.12;5;1;1;0;1624
Frijol;Leguminosas;10.0;12.0;1.33;3;1;1;0;1090
Cacao;Cultivos Tropicales Tradicionales;78.0;62.4;0.8;6;1;2;1;217
Café;Cultivos Tropicales Tradicionales;37.01;31.08;1.0;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;1802.0;89850.0;50.0;6;4;2;1;463
Maíz;Cereales;2.0;6.0;3.0;5;1;0;0;1624
Maíz;Cereales;0.6;1.8;3.0;5;1;0;0;1624
Frijol;Leguminosas;2.4;3.6;1.5;3;1;0;0;1090
Maíz;Cereales;2.5;7.2;3.0;5;1;1;0;1624
Maíz;Cereales;1.5;3.9;3.0;5;1;1;0;1624
Frijol;Leguminosas;2.5;3.6;1.5;3;1;1;0;1090
Café;Cultivos Tropicales Tradicionales;378.37;404.87;1.2;6;3;2;1;474
Maíz;Cereales;30.0;84.75;3.68;5;1;0;0;1624
Maíz;Cereales;5.0;17.0;4.25;5;1;0;0;1624
Arveja;Leguminosas;20.0;31.78;1.77;3;2;0;0;1173
Frijol;Leguminosas;30.0;79.0;2.93;3;1;0;0;1090
Maíz;Cereales;30.0;84.75;3.68;5;1;1;0;1624
Maíz;Cereales;15.0;50.85;3.91;5;1;1;0;1624
Arveja;Leguminosas;20.0;45.0;2.5;3;2;1;0;1173
Frijol;Leguminosas;40.0;108.0;3.0;3;1;1;0;1090
Café;Cultivos Tropicales Tradicionales;897.07;941.69;1.27;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;22.0;760.0;40.0;6;4;2;1;463
Maíz;Cereales;95.0;104.0;1.3;5;1;0;0;1624
Maíz;Cereales;35.0;33.0;1.1;5;1;0;0;1624
Arveja;Leguminosas;18.0;29.91;1.87;3;2;0;0;1173
Frijol;Leguminosas;18.0;71.33;4.2;3;1;0;0;1090
Maíz;Cereales;80.0;72.0;1.2;5;1;1;0;1624
Maíz;Cereales;85.0;72.0;1.2;5;1;1;0;1624
Arveja;Leguminosas;25.0;37.29;1.78;3;2;1;0;1173
Frijol;Leguminosas;24.0;62.94;3.5;3;1;1;0;1090
Cacao;Cultivos Tropicales Tradicionales;555.0;273.0;0.6;6;1;2;1;217
Café;Cultivos Tropicales Tradicionales;605.91;714.54;1.36;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;295.0;13000.0;50.0;6;4;2;1;463
Maíz;Cereales;10.0;30.0;3.0;5;1;0;0;1624
Maíz;Cereales;2.0;6.0;3.0;5;1;0;0;1624
Frijol;Leguminosas;3.0;6.29;2.1;3;1;0;0;1090
Maíz;Cereales;20.0;60.0;3.0;5;1;1;0;1624
Maíz;Cereales;2.0;6.0;3.0;5;1;1;0;1624
Frijol;Leguminosas;6.0;12.59;2.1;3;1;1;0;1090
Café;Cultivos Tropicales Tradicionales;208.94;227.21;1.18;6;3;2;1;474
Maíz;Cereales;5.0;5.59;1.12;5;1;0;0;1624
Maíz;Cereales;2.0;1.96;0.98;5;1;0;0;1624
Arveja;Leguminosas;9.0;16.82;1.87;3;2;0;0;1173
Frijol;Leguminosas;16.0;25.17;3.15;3;1;0;0;1090
Maíz;Cereales;2.0;2.52;1.26;5;1;1;0;1624
Maíz;Cereales;2.5;3.15;1.26;5;1;1;0;1624
Arveja;Leguminosas;5.0;9.35;1.87;3;2;1;0;1173
Frijol;Leguminosas;10.0;34.97;3.5;3;1;1;0;1090
Cacao;Cultivos Tropicales Tradicionales;3.5;1.75;0.5;6;1;2;1;217
Café;Cultivos Tropicales Tradicionales;8.78;7.99;0.91;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;248.0;14580.0;60.0;6;4;2;1;463
Palma de aceite;Oleaginosas;5592.0;20557.49;3.71;8;7;2;1;12
Arroz;Cereales;277.0;2274.09;8.24;5;5;0;0;28
Maíz;Cereales;138.0;596.7;4.42;5;1;0;0;1624
Maíz;Cereales;59.0;257.6;4.6;5;1;0;0;1624
Arroz;Cereales;270.0;2263.38;8.41;5;5;1;0;28
Maíz;Cereales;140.0;611.0;4.43;5;1;1;0;1624
Maíz;Cereales;28.0;129.0;4.61;5;1;1;0;1624
Café;Cultivos Tropicales Tradicionales;15.68;9.35;0.73;6;3;2;1;474
Arveja;Leguminosas;100.0;233.64;2.34;3;2;0;0;1173
Frijol;Leguminosas;75.0;393.36;5.24;3;1;0;0;1090
Arveja;Leguminosas;97.0;231.31;2.38;3;2;1;0;1173
